"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"161",1,2,11,2,39,0.07,2,51725,40,20,15,20,0,5,4,39,2,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"162",1,2,12,2,39,0,2,51725,40,20,15,20,0,5,4,39,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"163",1,2,8,2,39,0.41,2,51725,40,20,15,20,0,5,4,39,2,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"164",1,2,3,2,28,0.66,1,55419,30,30,20,10,10,0,4,28,2,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"165",1,2,9,2,28,0.79,1,55419,30,30,20,10,10,0,4,28,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"166",0,2,10,2,28,0.67,1,55419,30,30,20,10,10,0,4,28,2,41191,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5
"167",0,2,17,2,28,0.5,1,55419,30,30,20,10,10,0,4,28,2,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"168",1,2,18,2,28,0.64,1,55419,30,30,20,10,10,0,4,28,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"169",1,2,14,2,28,0.59,1,55419,30,30,20,10,10,0,4,28,2,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"170",0,2,15,2,28,0.37,1,55419,30,30,20,10,10,0,4,28,2,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"171",0,2,2,6,30,0.45,2,46138,20,25,25,15,5,10,4,30,6,46166,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9
"172",1,2,8,6,30,0.38,2,46138,20,25,25,15,5,10,4,30,6,30973,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10
"173",0,2,4,6,30,0.58,2,46138,20,25,25,15,5,10,4,30,6,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"174",0,2,12,6,30,0.32,2,46138,20,25,25,15,5,10,4,30,6,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"175",1,2,17,6,30,0.32,2,46138,20,25,25,15,5,10,4,30,6,55223,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2
"176",0,2,18,6,30,0.54,2,46138,20,25,25,15,5,10,4,30,6,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"177",0,2,9,6,30,0.54,2,46138,20,25,25,15,5,10,4,30,6,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"178",0,2,11,4,22,-0.13,7,46138,40,8,10,12,10,20,4,22,4,30973,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10
"179",0,2,16,4,22,0.31,7,46138,40,8,10,12,10,20,4,22,4,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"180",1,2,6,4,22,-0.19,7,46138,40,8,10,12,10,20,4,22,4,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"181",1,2,4,2,32,0.02,2,46138,30,10,30,20,10,0,4,32,2,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"182",0,2,9,2,32,0,2,46138,30,10,30,20,10,0,4,32,2,46166,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9
"183",0,2,15,2,32,0.07,2,46138,30,10,30,20,10,0,4,32,2,30973,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10
"184",0,2,14,2,32,-0.15,2,46138,30,10,30,20,10,0,4,32,2,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"185",1,2,5,2,32,-0.01,2,46138,30,10,30,20,10,0,4,32,2,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"186",1,2,12,2,32,0.1,2,46138,30,10,30,20,10,0,4,32,2,41191,2,4,1,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5
"187",0,2,1,2,32,-0.08,2,46138,30,10,30,20,10,0,4,32,2,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"188",0,2,2,2,32,-0.35,2,46138,30,10,30,20,10,0,4,32,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"189",1,2,10,2,32,-0.21,2,46138,30,10,30,20,10,0,4,32,2,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"190",1,2,16,2,32,0.12,2,46138,30,10,30,20,10,0,4,32,2,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"191",0,2,10,2,26,0.38,7,55550,40,5,20,10,10,15,4,26,2,41191,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2
"192",1,2,15,2,26,0.2,7,55550,40,5,20,10,10,15,4,26,2,28317,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4
"193",1,2,8,2,26,0,7,55550,40,5,20,10,10,15,4,26,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"194",0,2,16,2,26,0.12,7,55550,40,5,20,10,10,15,4,26,2,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"195",0,2,3,2,26,0.13,7,55550,40,5,20,10,10,15,4,26,2,55223,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2
"196",1,2,5,2,26,0.62,7,55550,40,5,20,10,10,15,4,26,2,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"197",0,2,3,2,27,0.59,2,26682,20,15,25,15,20,5,4,27,2,30973,2,7,3,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10
"198",1,2,6,2,27,0.53,2,26682,20,15,25,15,20,5,4,27,2,28317,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4
"199",0,2,7,2,27,0.56,2,26682,20,15,25,15,20,5,4,27,2,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"200",1,2,13,1,25,0.02,1,41547,30,15,20,20,0,5,4,25,1,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"201",1,2,17,1,25,0.27,1,41547,30,15,20,20,0,5,4,25,1,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"202",1,2,16,1,25,0.15,1,41547,30,15,20,20,0,5,4,25,1,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"203",1,2,13,3,22,0.24,1,23361,10,20,35,10,5,20,4,22,3,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"204",0,2,17,3,22,0.09,1,23361,10,20,35,10,5,20,4,22,3,28317,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4
"205",1,2,1,3,22,0.38,1,23361,10,20,35,10,5,20,4,22,3,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"206",0,2,2,3,22,0.1,1,23361,10,20,35,10,5,20,4,22,3,41191,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1
"207",1,2,9,3,22,0.31,1,23361,10,20,35,10,5,20,4,22,3,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"208",1,2,16,3,22,0.37,1,23361,10,20,35,10,5,20,4,22,3,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"209",1,2,17,2,21,0.63,2,74893,19,24,21,23,5,8,4,21,2,46166,1,4,2,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9
"210",1,2,4,2,21,0.52,2,74893,19,24,21,23,5,8,4,21,2,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"211",0,2,11,2,21,0.23,2,74893,19,24,21,23,5,8,4,21,2,41191,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1
"212",1,2,7,2,21,0.23,2,74893,19,24,21,23,5,8,4,21,2,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"213",1,2,8,2,24,0.6,5,46138,10,20,35,20,0,15,4,24,2,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"214",1,2,12,2,24,0.55,5,46138,10,20,35,20,0,15,4,24,2,28317,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4
"215",0,2,17,2,24,0.56,5,46138,10,20,35,20,0,15,4,24,2,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"216",0,2,5,2,24,0.83,5,46138,10,20,35,20,0,15,4,24,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"217",1,2,18,2,24,0.44,5,46138,10,20,35,20,0,15,4,24,2,55223,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2
"218",0,2,2,2,24,0.55,5,46138,10,20,35,20,0,15,4,24,2,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"219",0,2,14,2,24,0.39,5,46138,10,20,35,20,0,15,4,24,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"220",1,2,17,4,25,0.34,6,46138,15,10,30,10,5,30,4,25,4,41191,1,5,4,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2
"221",1,2,15,4,25,0.81,6,46138,15,10,30,10,5,30,4,25,4,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"222",1,2,12,4,25,0.27,6,46138,15,10,30,10,5,30,4,25,4,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"223",0,2,11,4,25,0.3,6,46138,15,10,30,10,5,30,4,25,4,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"224",1,2,3,4,25,0.34,6,46138,15,10,30,10,5,30,4,25,4,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"225",1,2,7,2,28,0.53,6,52804,20,20,15,15,5,25,4,28,2,38207,2,7,2,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7
"226",0,2,14,2,28,0.62,6,52804,20,20,15,15,5,25,4,28,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"227",1,2,11,2,28,0.52,6,52804,20,20,15,15,5,25,4,28,2,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"228",0,2,10,2,28,0.52,6,52804,20,20,15,15,5,25,4,28,2,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"229",0,2,2,2,28,0.31,6,52804,20,20,15,15,5,25,4,28,2,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"230",0,2,13,4,27,0.4,7,46138,20,20,20,20,10,10,4,27,4,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"231",0,2,3,4,27,0.26,7,46138,20,20,20,20,10,10,4,27,4,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"232",0,2,18,4,27,0.5,7,46138,20,20,20,20,10,10,4,27,4,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"233",0,2,1,4,27,-0.03,7,46138,20,20,20,20,10,10,4,27,4,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"234",0,1,9,6,22,0.48,1,57887,40,15,10,20,5,10,5,22,6,41191,2,7,4,5,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
"235",1,1,10,6,22,0.08,1,57887,40,15,10,20,5,10,5,22,6,41191,1,1,1,10,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
"236",0,1,2,6,22,0.04,1,57887,40,15,10,20,5,10,5,22,6,43636,5,7,1,2,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4
"237",0,1,6,6,22,-0.12,1,57887,40,15,10,20,5,10,5,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"238",1,1,8,4,22,0.85,1,66699,40,10,10,10,10,20,5,22,4,53923,1,4,1,10,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
"239",1,1,10,4,22,0.58,1,66699,40,10,10,10,10,20,5,22,4,27094,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
"240",1,1,3,4,22,-0.05,1,66699,40,10,10,10,10,20,5,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"241",1,1,5,2,21,0.71,4,45360,20,15,20,15,12,18,5,21,2,27094,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
"242",1,1,2,2,21,0.62,4,45360,20,15,20,15,12,18,5,21,2,41191,1,1,1,10,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
"243",1,1,6,2,21,0.47,4,45360,20,15,20,15,12,18,5,21,2,57213,1,3,1,7,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
"244",0,1,4,2,22,0.6,4,55080,25,40,15,10,5,5,5,22,2,41191,2,7,4,5,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
"245",0,1,1,2,22,0.01,4,55080,25,40,15,10,5,5,5,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"246",0,1,2,2,22,-0.28,6,46138,25,25,25,15,5,5,5,22,2,53923,1,4,1,10,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
"247",0,1,3,2,22,-0.36,6,46138,25,25,25,15,5,5,5,22,2,43636,5,7,1,2,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4
"248",1,1,1,2,21,0.44,5,46138,40,15,10,20,10,5,5,21,2,41191,1,3,1,11,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
"249",1,1,2,2,21,0.34,5,46138,40,15,10,20,10,5,5,21,2,41191,2,7,4,5,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
"250",1,1,6,2,27,0.1,7,46138,40,20,20,20,8,10,5,27,2,41191,1,3,1,1,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
"251",1,1,5,2,27,0.09,7,46138,40,20,20,20,8,10,5,27,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"252",0,1,7,4,20,-0.11,10,46138,80,10,10,20,8,10,5,20,4,53923,1,4,1,10,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
"253",0,1,9,4,20,0.49,10,46138,80,10,10,20,8,10,5,20,4,27094,1,5,1,3,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
"254",0,1,10,4,20,0.11,10,46138,80,10,10,20,8,10,5,20,4,57213,1,3,1,7,6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
"255",1,1,3,4,20,-0.01,10,46138,80,10,10,20,8,10,5,20,4,41191,1,3,1,1,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
"256",0,1,10,4,19,0.52,10,17378,25,10,20,20,10,15,5,19,4,43636,5,7,1,2,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4
"257",1,1,9,2,27,0.33,2,46138,20,20,20,25,5,10,10,27,2,41191,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7
"258",0,1,6,2,27,0.28,2,46138,20,20,20,25,5,10,10,27,2,28524,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6
"259",0,1,5,2,27,0.28,2,46138,20,20,20,25,5,10,10,27,2,41191,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"260",1,1,8,2,27,0.51,2,46138,20,20,20,25,5,10,10,27,2,8607,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"261",1,1,3,2,27,0.31,2,46138,20,20,20,25,5,10,10,27,2,41191,3,7,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8
"262",0,1,2,2,28,0.66,7,46138,20,20,20,10,10,20,10,28,2,41191,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"263",0,1,9,2,28,0.19,7,46138,20,20,20,10,10,20,10,28,2,41191,3,7,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8
"264",1,1,9,2,32,0.19,1,46138,18,10,30,10,10,22,10,32,2,42225,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2
"265",0,1,1,2,32,0.31,1,46138,18,10,30,10,10,22,10,32,2,37405,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"266",1,1,4,2,32,0.54,1,46138,18,10,30,10,10,22,10,32,2,41191,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"267",0,1,2,2,25,0.44,2,41476,35,20,10,20,10,5,10,25,2,44346,3,7,3,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4
"268",1,1,4,2,25,0.44,2,41476,35,20,10,20,10,5,10,25,2,41191,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7
"269",0,1,5,2,25,0.26,2,41476,35,20,10,20,10,5,10,25,2,42225,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2
"270",0,1,6,2,25,0.24,2,41476,35,20,10,20,10,5,10,25,2,37405,3,7,4,6,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10
"271",1,1,6,4,25,-0.06,2,46138,20,30,10,15,0,25,10,25,4,61141,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3
"272",1,1,1,4,25,-0.15,2,46138,20,30,10,15,0,25,10,25,4,8607,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"273",0,1,6,6,27,-0.03,7,49841,25,15,20,20,15,5,10,27,6,42225,2,7,1,2,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2
"274",1,1,5,6,33,0.3,7,46138,22,22,15,15,5,21,10,33,6,44346,3,7,3,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4
"275",1,1,6,6,33,0.19,7,46138,22,22,15,15,5,21,10,33,6,8607,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"276",1,1,3,6,25,0.65,2,46138,20,20,20,20,10,10,10,25,6,41191,1,4,3,2,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7
"277",0,1,8,6,25,0.6,2,46138,20,20,20,20,10,10,10,25,6,41191,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"278",1,1,7,6,25,-0.38,2,46138,20,20,20,20,10,10,10,25,6,61141,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3
"279",0,1,6,6,33,0.37,10,46138,19,19,19,19,19,5,10,33,6,41191,2,6,3,7,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8
"280",0,1,9,6,33,-0.01,10,46138,19,19,19,19,19,5,10,33,6,8607,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"281",1,1,4,6,33,0.44,10,46138,19,19,19,19,19,5,10,33,6,41191,3,7,3,2,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8
"282",0,2,17,2,29,0.43,2,46138,30,25,18,18,4,5,11,29,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"283",0,2,5,2,29,0.19,2,46138,30,25,18,18,4,5,11,29,2,36594,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"284",0,2,3,2,29,0.64,2,46138,30,25,18,18,4,5,11,29,2,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"285",0,2,21,2,29,0.53,2,46138,30,25,18,18,4,5,11,29,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"286",1,2,12,3,24,0.47,2,46138,30,10,20,20,10,10,11,24,3,41191,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2
"287",0,2,18,3,24,0.39,2,46138,30,10,20,20,10,10,11,24,3,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"288",0,2,11,3,24,0.09,2,46138,30,10,20,20,10,10,11,24,3,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"289",1,2,21,3,24,0.6,2,46138,30,10,20,20,10,10,11,24,3,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"290",1,2,20,2,21,0.3,7,46138,25,10,25,5,10,25,11,21,2,36594,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1
"291",1,2,14,2,21,0.05,7,46138,25,10,25,5,10,25,11,21,2,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"292",1,2,15,2,21,0.43,7,46138,25,10,25,5,10,25,11,21,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"293",1,2,3,2,21,0.2,7,46138,25,10,25,5,10,25,11,21,2,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"294",1,2,21,2,21,0.23,7,46138,25,10,25,5,10,25,11,21,2,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"295",1,2,5,2,21,0.24,7,46138,25,10,25,5,10,25,11,21,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"296",1,2,17,2,21,0.32,7,46138,25,10,25,5,10,25,11,21,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"297",1,2,7,2,21,-0.48,7,46138,25,10,25,5,10,25,11,21,2,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"298",1,2,13,2,21,0.29,7,46138,25,10,25,5,10,25,11,21,2,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"299",1,2,6,2,26,-0.06,2,80608,24,16,28,14,8,10,11,26,2,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"300",0,2,10,2,26,0.7,2,80608,24,16,28,14,8,10,11,26,2,46608,2,5,1,2,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10
"301",1,2,4,2,26,0.1,2,80608,24,16,28,14,8,10,11,26,2,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"302",1,2,21,2,26,0.72,2,80608,24,16,28,14,8,10,11,26,2,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
"303",0,2,18,2,26,0.52,2,80608,24,16,28,14,8,10,11,26,2,73073,4,5,2,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1
"304",1,2,8,2,26,0.06,2,80608,24,16,28,14,8,10,11,26,2,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"305",1,2,19,2,26,0.71,2,80608,24,16,28,14,8,10,11,26,2,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"306",1,2,1,2,26,0.63,2,80608,24,16,28,14,8,10,11,26,2,41191,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4
"307",1,2,15,2,26,0.55,2,80608,24,16,28,14,8,10,11,26,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"308",0,2,4,2,25,0.13,2,46138,60,20,0,20,0,0,11,25,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"309",0,2,12,2,25,0.19,2,46138,60,20,0,20,0,0,11,25,2,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"310",1,2,8,2,25,0.36,2,46138,60,20,0,20,0,0,11,25,2,41191,2,7,3,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3
"311",0,2,14,2,25,-0.08,2,46138,60,20,0,20,0,0,11,25,2,18283,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6
"312",0,2,15,2,25,0.48,2,46138,60,20,0,20,0,0,11,25,2,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"313",0,2,20,2,25,0.52,2,46138,60,20,0,20,0,0,11,25,2,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"314",0,2,6,2,25,-0.17,2,46138,60,20,0,20,0,0,11,25,2,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"315",1,2,21,2,32,0.3,2,46138,25,15,20,25,10,5,11,32,2,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"316",0,2,19,2,32,0.12,2,46138,25,15,20,25,10,5,11,32,2,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"317",1,2,3,2,32,0.64,2,46138,25,15,20,25,10,5,11,32,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"318",0,2,13,2,32,0.64,2,46138,25,15,20,25,10,5,11,32,2,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"319",0,2,9,2,32,0.2,2,46138,25,15,20,25,10,5,11,32,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"320",0,2,20,2,32,0.26,2,46138,25,15,20,25,10,5,11,32,2,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"321",0,2,21,2,25,0.35,2,43844,27,15,28,10,10,10,11,25,2,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"322",0,2,17,2,25,0.5,2,43844,27,15,28,10,10,10,11,25,2,48944,2,7,1,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6
