"","dec","condtn","order","race","age","int_corr","career_c.x","income","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","wave","age_o","race_o","income_o","goal","date","go_out","career_c.y","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga"
"619",0,2,7,6,30,0.56,2,46138,20,25,25,15,5,10,4,30,6,41191,2,7,1,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3
"620",0,2,8,2,32,0.57,2,46138,25,15,20,25,10,5,11,32,2,31432,1,6,2,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1
"621",0,2,13,3,32,0.47,4,46138,20,20,20,15,10,15,19,32,3,40163,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3
"622",0,2,20,2,29,0.55,2,46138,30,25,18,18,4,5,11,29,2,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"623",1,2,2,2,26,0.7,2,80608,24,16,28,14,8,10,11,26,2,77112,1,7,2,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6
"624",0,2,2,4,22,0.39,1,61686,20,5,25,25,5,20,21,22,4,41191,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10
"625",0,2,6,2,25,0.42,3,31148,17,18,28,27,5,5,14,25,2,31516,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6
"626",0,1,1,2,28,0.21,7,46138,50,10,30,10,0,0,3,28,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"627",1,2,7,2,30,-0.06,7,46138,35,10,20,25,5,5,21,30,2,35627,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"628",0,2,16,2,26,0.11,2,46138,25,25,25,13,12,0,21,26,2,36510,2,4,1,3,6,2,8,6,5,5,3,2,1,8,8,9,10,7,8,8,1
"629",0,2,13,2,25,0.48,7,31857,25,20,15,25,10,5,12,25,2,16908,4,5,1,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1
"630",1,2,9,4,23,0.43,7,46138,25,15,20,20,10,10,21,23,4,41191,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10
"631",1,1,8,3,25,0.33,17,46138,20,15,30,10,15,10,13,25,3,41191,1,4,2,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7
"632",0,2,18,2,28,0.29,7,46138,20,20,20,20,0,20,21,28,2,41191,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3
"633",0,2,4,1,27,0.05,1,12063,35,10,20,15,10,10,2,27,1,41191,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3
"634",0,2,19,2,30,0.48,7,46138,40,10,20,10,0,20,21,30,2,41191,2,4,3,10,8,1,5,9,4,3,6,7,8,13,5,2,7,8,9,3,1
"635",1,2,8,2,30,0.17,7,29575,20,10,22,20,15,13,19,30,2,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"636",1,2,12,2,30,0.68,10,46138,31.58,10.53,15.79,21.05,10.53,10.53,14,30,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"637",0,2,9,4,25,-0.04,6,42096,25,20,25,20,10,0,2,25,4,41191,2,5,2,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
"638",1,2,18,2,29,-0.61,7,55080,95,1,1,1,1,1,15,29,2,33906,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8
"639",0,1,8,4,30,0.34,2,46138,60,10,10,10,5,5,13,30,4,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"640",1,2,17,2,22,0.08,2,46138,10,15,25,15,15,20,11,22,2,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"641",0,2,8,2,29,0.53,2,35968,50,7,20,23,0,0,4,29,2,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"642",0,2,15,4,25,-0.32,7,62635,20,20,20,20,5,15,2,25,4,24997,5,6,4,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
"643",1,2,8,2,25,0.45,1,46138,40,10,0,45,0,5,17,25,2,42651,2,3,2,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6
"644",0,2,15,2,29,0.38,7,48785,25,10,20,20,10,15,15,29,2,41191,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7
"645",0,2,16,2,25,-0.29,2,43844,27,15,28,10,10,10,11,25,2,41191,1,3,3,4,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2
"646",0,2,11,2,24,0.1,2,46138,20,15,20,20,15,10,21,24,2,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"647",1,2,7,2,26,0.12,7,55550,40,5,20,10,10,15,4,26,2,40409,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2
"648",1,2,12,3,26,0.55,2,46138,10,20,20,22,6,22,4,26,3,41191,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6
"649",0,2,21,4,23,0.15,7,46138,40,30,0,20,0,10,21,23,4,41191,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7
"650",0,2,8,2,27,0.6,2,46138,20,20,20,15,5,20,11,27,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"651",0,2,5,2,31,0.6,7,46138,35,0,25,20,0,20,15,31,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"652",1,1,1,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1
"653",1,2,8,1,28,-0.23,7,25786,20,18,20,17,10,15,11,28,1,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"654",1,2,8,2,34,0.29,7,80006,35,15,15,25,10,0,15,34,2,41191,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4
"655",1,2,3,4,25,0.13,7,62635,20,20,20,20,5,15,2,25,4,48441,1,6,2,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8
"656",0,2,11,2,27,0.27,9,69487,40,0,10,50,0,0,14,27,2,41191,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7
"657",1,2,20,2,27,0.43,2,53196,20,20,15,25,10,10,11,27,2,41191,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6
"658",1,2,5,4,25,0.59,6,46138,15,10,30,10,5,30,4,25,4,25589,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3
"659",1,1,9,3,24,-0.14,1,36782,30,10,20,10,10,20,1,24,3,41191,6,3,1,5,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7
"660",0,2,4,3,22,0.04,1,23361,10,20,35,10,5,20,4,22,3,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"661",0,2,3,4,28,0.64,7,46138,20,20,20,10,10,20,4,28,4,21597,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9
"662",0,2,12,1,30,0.46,9,55080,30,25,20,15,5,5,15,30,1,52010,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1
"663",0,2,10,2,36,0.49,2,23207,20,16,16,16,16,16,12,36,2,39729,1,7,2,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9
"664",1,1,10,2,21,0.1,5,46138,40,15,10,20,10,5,5,21,2,41191,1,3,1,1,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8
"665",0,2,12,2,32,-0.22,2,30587,20,20,20,20,10,10,12,32,2,41191,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5
"666",0,2,14,2,34,0.41,1,35187,30,20,30,5,5,10,14,34,2,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"667",0,1,1,2,24,0.59,2,46138,20,10,20,20,15,15,13,24,2,41191,2,3,1,2,8,3,10,10,10,10,10,1,5,10,7,10,10,10,10,5,10
"668",0,1,8,2,22,0.21,7,46138,30,10,20,30,0,10,3,22,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"669",1,2,8,6,24,0.21,6,46138,20,10,25,20,10,15,14,24,6,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"670",1,1,9,2,28,0.46,7,46138,50,0,25,10,0,15,1,28,2,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1
"671",1,2,13,4,31,0.43,15,34752,16,16,20,16,16,16,19,31,4,18619,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1
"672",1,2,10,2,29,0.53,6,46138,30,15,20,10,10,15,19,29,2,82734,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9
"673",1,2,8,4,27,0.27,1,46138,30,30,30,5,0,5,17,27,4,60000,4,6,3,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5
"674",1,2,4,2,24,0.36,1,46138,20,21,21,22,6,10,15,24,2,31809,2,7,2,7,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5
"675",0,1,2,4,24,0.31,2,12416,20,20,20,20,20,0,20,24,4,48876,5,4,3,2,5,4,8,8,9,9,6,1,3,9,7,9,9,9,10,7,6
"676",1,2,11,2,24,0.75,6,46138,30,15,15,15,15,10,15,24,2,49409,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7
"677",0,2,7,2,28,0.64,2,46138,40,20,20,20,0,0,19,28,2,18619,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1
"678",0,2,8,2,26,0.29,7,46138,20,35,20,10,10,5,2,26,2,41191,2,5,2,4,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1
"679",0,2,21,4,25,0.17,2,46138,15,30,20,20,10,5,21,25,4,41191,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7
"680",0,2,17,2,34,0.41,1,35187,30,20,30,5,5,10,14,34,2,41191,1,4,3,3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2
"681",1,2,5,3,28,0.25,7,46138,30,20,25,15,10,0,17,28,3,41191,2,7,3,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3
"682",1,2,9,2,28,-0.17,7,46138,20,10,20,20,20,0,19,28,2,41191,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9
"683",0,1,3,2,25,0.06,7,46138,50,0,30,10,0,10,1,25,2,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"684",0,2,11,2,27,0.33,6,46138,25,20,25,20,10,0,11,27,2,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"685",1,1,4,2,23,-0.18,1,56580,30,5,15,40,5,5,1,23,2,37754,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8
"686",0,1,5,2,22,0.33,4,55080,25,40,15,10,5,5,5,22,2,41191,1,1,1,10,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
"687",0,2,5,2,32,0.74,2,46138,25,15,20,25,10,5,11,32,2,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"688",0,2,1,2,36,-0.35,2,23207,20,16,16,16,16,16,12,36,2,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"689",0,2,8,2,32,0.02,7,46138,50,0,10,30,0,10,21,32,2,41191,2,7,3,7,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8
"690",0,2,12,4,28,0.73,7,46138,20,20,20,10,10,20,4,28,4,109031,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3
"691",1,1,6,2,22,0.44,4,55080,25,40,15,10,5,5,5,22,2,53923,1,4,1,10,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
"692",0,2,5,4,26,0.18,7,46138,15,30,25,20,0,10,17,26,4,41191,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10
"693",1,1,4,6,27,0.17,7,49841,25,15,20,20,15,5,10,27,6,8607,2,4,2,7,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3
"694",1,2,11,4,27,0.11,7,46138,20,20,20,20,20,0,15,27,4,50725,1,4,1,6,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2
"695",0,2,7,4,22,-0.58,1,61686,20,5,25,25,5,20,21,22,4,15863,2,6,1,11,5,8,4,2,2,2,8,6,2,2,2,3,7,3,3,2,2
"696",1,2,14,2,27,0.34,13,46138,30,15,20,25,5,5,14,27,2,19264,5,6,1,13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1
"697",0,2,9,2,26,-0.31,7,76624,18,18,18,19,13,14,4,26,2,41191,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2
"698",0,2,5,3,22,0.21,1,23361,10,20,35,10,5,20,4,22,3,55223,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2
"699",1,2,11,3,24,0.43,9,46138,20,10,20,20,10,20,15,24,3,52010,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1
"700",1,2,3,2,25,0.15,1,46138,40,10,0,45,0,5,17,25,2,65498,1,6,2,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4
"701",1,2,13,6,30,0.09,2,22173,30,0,30,30,10,0,19,30,6,82734,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9
"702",1,2,12,2,30,0.12,7,29575,20,10,22,20,15,13,19,30,2,21488,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9
"703",1,2,13,4,29,-0.05,7,46138,25,20,15,25,10,5,15,29,4,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"704",0,2,5,2,30,0.13,9,90225,40,12,18,12,6,12,17,30,2,81266,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4
"705",0,2,13,4,25,0.33,2,46138,15,30,20,20,10,5,21,25,4,71787,1,6,2,1,6,6,6,7,8,9,3,3,7,9,8,10,10,7,7,5,3
"706",1,2,5,2,25,0.64,2,46138,25,20,30,15,5,5,11,25,2,41191,2,6,2,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2
"707",0,2,11,4,22,0.56,1,61686,20,5,25,25,5,20,21,22,4,41191,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9
"708",0,2,17,2,28,-0.16,7,30147,40,20,20,20,0,0,2,28,2,61152,1,6,1,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5
"709",0,2,8,3,27,0.56,9,27794,30,25,10,20,0,15,17,27,3,41191,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10
"710",1,2,9,2,29,0.11,6,46138,30,15,20,10,10,15,19,29,2,40163,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3
"711",1,2,22,4,26,-0.04,5,46272,25,20,20,20,5,10,21,26,4,49642,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7
"712",0,2,22,4,23,-0.01,7,46138,40,30,0,20,0,10,21,23,4,50572,2,6,4,6,1,1,9,9,9,9,1,0,8,9,8,9,10,6,8,6,6
"713",1,1,3,3,24,0.32,1,36782,30,10,20,10,10,20,1,24,3,65929,1,5,1,5,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1
"714",0,2,11,3,29,0.47,7,46138,30,10,25,20,8,7,19,29,3,89977,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6
"715",1,2,7,2,23,0.24,7,46138,25,14,25,25,3,8,15,23,2,41191,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7
"716",0,2,2,4,23,0.35,4,36673,15,25,20,10,10,20,21,23,4,35627,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4
"717",0,1,6,4,18,-0.28,4,30768,50,10,20,5,5,10,5,18,4,43636,5,7,1,2,2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4
"718",1,2,18,4,25,-0.15,7,62635,20,20,20,20,5,15,2,25,4,41507,6,6,1,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9
"719",0,2,7,2,27,0.27,2,46138,6.67,19.05,42.86,9.52,14.29,7.62,12,27,2,40695,1,4,2,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7
"720",0,2,4,2,34,0.46,2,46138,30,10,30,10,5,15,11,34,2,25401,2,4,1,11,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8
"721",1,2,19,2,28,0.11,4,46138,40,15,20,10,5,10,2,28,2,23152,1,5,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4
"722",0,2,2,2,27,0.56,6,46138,14,18,17,16,15,20,14,27,2,41191,1,2,1,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5
"723",0,2,6,2,29,0.36,7,46138,45,10,10,30,0,5,15,29,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"724",1,2,13,4,27,0.4,7,46138,20,20,20,20,20,0,15,27,4,78704,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8
"725",0,1,1,3,29,0.39,7,46138,20,25,15,15,53,20,3,29,3,23988,1,5,2,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7
"726",1,1,6,2,25,0.25,7,46138,50,0,30,10,0,10,1,25,2,69487,2,7,1,5,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1
"727",1,2,9,4,25,0.1,10,66827,30,10,15,20,15,10,14,25,4,36223,1,4,2,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1
"728",1,2,3,4,27,0.33,7,46138,20,20,20,20,20,0,15,27,4,52805,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8
"729",1,2,16,2,28,0.61,1,55419,30,30,20,10,10,0,4,28,2,28317,5,5,2,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4
"730",1,2,14,2,27,0.01,6,46138,25,20,25,20,10,0,11,27,2,26706,5,6,1,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4
"731",1,2,18,4,27,-0.39,7,46138,50,10,10,10,10,10,11,27,4,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"732",0,2,5,6,30,0.54,2,22173,30,0,30,30,10,0,19,30,6,46185,1,4,3,7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7
"733",0,1,7,2,27,0.21,6,46138,25,16,20,20,8,10,13,27,2,41191,1,7,3,10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2
"734",1,1,5,3,24,-0.27,1,36782,30,10,20,10,10,20,1,24,3,54620,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10
"735",0,2,13,4,27,-0.23,2,46138,17,19,18,17,11,18,12,27,4,54303,2,3,1,12,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6
"736",0,1,6,4,24,0.14,7,45017,15,15,20,15,15,20,20,24,4,41191,1,7,1,2,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7
"737",0,2,1,1,23,0.39,1,39919,20,25,25,10,10,10,2,23,1,41191,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2
"738",1,2,6,1,28,0.33,7,25786,20,18,20,17,10,15,11,28,1,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"739",1,2,8,2,28,-0.19,7,46138,25,15,25,15,0,20,2,28,2,43185,2,6,4,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7
"740",0,2,13,2,29,0.66,7,46138,30,15,15,20,10,10,12,29,2,32563,2,6,2,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2
"741",0,2,15,2,30,-0.06,7,46138,25,20,20,20,0,15,21,30,2,41191,1,3,1,9,7,7,8,8,8,8,10,7,5,8,6,7,8,8,8,6,6
"742",1,2,10,1,23,-0.32,7,46138,25,15,20,20,10,10,11,23,1,62997,2,6,4,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3
"743",1,1,6,4,33,-0.33,7,46138,15,15,15,20,15,20,18,33,4,41191,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9
"744",0,2,3,2,23,0.41,2,46138,20,15,20,20,10,15,15,23,2,41191,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6
"745",0,1,8,2,27,0.19,2,46138,35,20,20,20,0,5,1,27,2,41191,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3
"746",1,2,12,2,30,0.02,7,46138,35,10,20,25,5,5,21,30,2,72412,2,7,4,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5
"747",1,2,5,4,23,0.45,7,26298,25,20,20,20,5,10,14,23,4,25401,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9
"748",0,2,6,2,24,-0.23,2,46138,25,35,30,10,0,0,2,24,2,24997,5,6,4,1,3,2,4,10,10,8,7,1,5,10,9,9,10,9,9,10,1
"749",1,2,14,2,29,0.12,6,46138,30,15,20,10,10,15,19,29,2,41191,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4
"750",0,2,1,4,29,0.28,7,57513,50,20,10,10,5,5,12,29,4,57316,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3
"751",1,1,5,2,28,-0.13,7,46138,50,0,25,10,0,15,1,28,2,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3
"752",0,2,15,2,22,0.21,6,46138,30,15,25,25,5,0,2,22,2,41191,2,6,2,5,8,1,7,10,8,8,8,1,7,9,6,9,8,8,10,7,7
"753",0,1,6,4,23,-0.15,10,46138,15,15,15,15,15,25,18,23,4,60835,6,7,3,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1
"754",0,2,8,2,29,-0.18,7,42897,25,15,20,20,10,10,14,29,2,27503,2,6,3,9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4
"755",0,2,16,4,28,0.42,7,53229,20,30,10,20,0,20,11,28,4,37881,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2
"756",0,2,10,4,26,0.35,7,46138,15,30,25,20,0,10,17,26,4,47556,1,4,1,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3
"757",1,2,13,2,21,0.71,2,74893,19,24,21,23,5,8,4,21,2,26645,1,3,2,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7
"758",0,2,19,2,28,0.68,7,30147,40,20,20,20,0,0,2,28,2,30038,2,6,2,7,6,4,6,10,9,8,7,6,7,5,6,10,7,8,7,4,9
"759",1,1,6,2,28,-0.23,7,106663,16,25,20,12,12,15,16,28,2,78704,1,4,3,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5
"760",1,2,4,2,22,0.08,1,46138,30,10,20,15,15,10,21,22,2,41191,1,3,2,6,1,1,1,8,9,10,8,0,9,9,6,10,9,7,10,5,5
"761",1,2,18,2,26,0.03,7,76624,18,18,18,19,13,14,4,26,2,41191,2,6,1,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7
"762",1,2,18,2,39,0.67,2,51725,40,20,15,20,0,5,4,39,2,41191,1,3,2,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9
"763",0,2,9,2,25,0.46,3,31148,17,18,28,27,5,5,14,25,2,35963,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7
"764",1,2,9,2,24,0.24,6,46138,30,15,15,15,15,10,15,24,2,41191,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2
"765",1,2,11,6,24,0.43,5,46138,30,30,30,5,2,3,21,24,6,41191,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
"766",1,2,20,4,23,0.18,4,36673,15,25,20,10,10,20,21,23,4,41191,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3
"767",0,2,14,2,32,0.53,2,30587,20,20,20,20,10,10,12,32,2,45788,2,2,1,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6
"768",1,2,1,3,26,0.11,2,46138,10,20,20,22,6,22,4,26,3,55223,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2
"769",0,2,8,2,27,-0.15,13,46138,30,15,20,25,5,5,14,27,2,25831,3,2,1,4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7
"770",0,1,3,4,18,0.13,4,30768,50,10,20,5,5,10,5,18,4,41191,2,7,4,5,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
"771",0,2,10,2,25,0.49,2,46138,25,20,30,15,5,5,11,25,2,41191,2,6,6,2,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3
"772",1,2,15,2,29,0.14,7,55080,95,1,1,1,1,1,15,29,2,41191,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4
"773",0,2,15,2,34,0.6,2,46138,30,10,30,10,5,15,11,34,2,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"774",1,1,6,4,22,0.1,1,46138,19,18,19,18,14,12,1,22,4,65929,1,5,1,5,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1
"775",1,2,10,2,30,0.22,7,29575,20,10,22,20,15,13,19,30,2,22161,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9
"776",0,2,13,3,28,0.31,7,46138,23,18,21,18,10,10,11,28,3,41191,6,6,3,10,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1
"777",1,2,15,1,23,-0.39,7,46138,25,15,20,20,10,10,11,23,1,37240,2,6,2,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8
"778",0,2,8,2,29,0.37,2,46138,30,25,18,18,4,5,11,29,2,50060,2,4,1,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5
"779",1,2,14,4,29,0.11,7,46138,15,20,20,20,5,20,19,29,4,41191,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7
"780",0,2,3,4,23,-0.14,7,46138,40,30,0,20,0,10,21,23,4,41191,2,4,1,5,7,4,6,10,8,8,8,6,5,5,5,8,8,8,8,4,4
