"","iso2","year","m5_14","m15_24","m25_34","m35_44","m45_54","m55_64","m65","f5_14","f15_24","f25_34","f35_44","f45_54","f55_64","f65"
"1244","CV",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","CV",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","CV",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","CV",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","CV",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","CV",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","CV",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","CV",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","CV",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","CV",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","CV",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","CV",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","CV",1997,NA,11,16,19,4,10,10,NA,10,10,8,3,10,9
"1257","CV",1998,NA,9,14,14,6,6,9,NA,12,4,5,3,5,10
"1258","CV",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","CV",2001,NA,5,15,6,5,5,1,NA,7,9,7,1,2,3
"1260","CV",2002,NA,9,29,20,14,1,2,NA,11,11,12,3,4,4
"1261","CV",2003,NA,12,32,32,9,7,8,NA,6,7,13,7,4,11
"1262","CV",2004,NA,8,33,17,20,2,7,NA,17,34,11,7,6,4
"1263","CV",2005,NA,22,23,26,9,2,8,NA,9,16,4,5,3,6
"1264","CV",2006,2,15,22,18,8,6,4,2,14,16,5,6,4,9
"1265","CV",2007,NA,24,30,26,18,4,6,NA,18,17,5,1,3,6
"1266","CV",2008,0,23,33,29,27,12,6,NA,18,21,11,3,5,3
"1267","CY",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","CY",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","CY",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","CY",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","CY",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","CY",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","CY",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","CY",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","CY",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","CY",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","CY",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","CY",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","CY",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","CY",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","CY",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","CY",1995,NA,1,1,0,1,1,2,NA,1,1,1,2,0,1
"1283","CY",1996,NA,0,0,0,0,1,0,NA,2,0,0,0,0,0
"1284","CY",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","CY",1998,NA,0,1,0,0,0,1,NA,1,3,0,0,0,0
"1286","CY",1999,NA,1,6,2,2,10,0,NA,1,2,3,1,2,0
"1287","CY",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","CY",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","CY",2002,NA,2,1,1,1,0,2,NA,1,0,0,0,0,0
"1290","CY",2003,NA,1,4,3,0,0,1,NA,0,2,2,1,0,0
"1291","CY",2004,NA,3,3,0,1,1,1,NA,1,0,0,0,0,0
"1292","CY",2005,0,3,1,1,1,0,1,0,1,0,0,0,0,0
"1293","CY",2006,0,0,1,1,0,1,0,0,2,3,0,0,0,0
"1294","CY",2007,0,2,1,0,0,0,0,0,1,3,1,0,0,0
"1295","CY",2008,0,1,0,0,1,0,0,0,1,2,1,0,0,0
"1296","CZ",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","CZ",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","CZ",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","CZ",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","CZ",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","CZ",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","CZ",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","CZ",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","CZ",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","CZ",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","CZ",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","CZ",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","CZ",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","CZ",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","CZ",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","CZ",1995,NA,10,22,83,88,53,90,NA,9,11,20,13,19,88
"1312","CZ",1996,NA,10,40,77,121,66,90,NA,10,17,11,21,20,89
"1313","CZ",1997,NA,5,25,71,94,64,83,NA,12,8,12,17,18,72
"1314","CZ",1998,NA,7,37,88,104,67,95,NA,6,17,12,18,11,82
"1315","CZ",1999,NA,13,27,62,98,45,75,NA,5,14,18,15,3,71
"1316","CZ",2000,NA,7,31,52,89,61,59,NA,15,13,9,10,7,57
"1317","CZ",2001,NA,18,39,47,85,43,50,NA,10,17,8,11,9,54
"1318","CZ",2002,NA,14,28,39,89,38,40,NA,6,10,8,8,6,43
"1319","CZ",2003,NA,11,28,42,67,48,50,NA,9,15,15,12,7,34
"1320","CZ",2004,NA,10,28,36,71,30,35,NA,11,17,9,13,13,29
"1321","CZ",2005,0,8,24,57,55,45,46,0,3,14,16,7,5,28
"1322","CZ",2006,0,6,19,39,56,38,25,0,4,12,12,10,6,30
"1323","CZ",2007,0,14,26,35,63,39,29,0,6,8,5,9,5,28
"1324","CZ",2008,0,7,29,39,44,36,32,0,4,14,8,5,10,23
"1325","DE",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","DE",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","DE",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","DE",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","DE",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","DE",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","DE",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","DE",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","DE",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","DE",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","DE",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","DE",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","DE",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","DE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","DE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","DE",1995,NA,179,453,539,460,442,625,NA,115,251,167,89,104,397
"1341","DE",1996,NA,181,377,520,413,405,607,NA,150,214,180,97,108,389
"1342","DE",1997,NA,166,375,459,384,424,509,NA,109,204,154,93,99,343
"1343","DE",1998,NA,179,333,448,358,349,538,NA,121,166,141,93,80,298
"1344","DE",1999,NA,145,308,419,362,335,449,NA,118,177,98,85,99,295
"1345","DE",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","DE",2001,NA,3,89,136,106,94,119,NA,36,59,48,42,26,79
"1347","DE",2002,NA,34,75,102,88,81,101,NA,32,61,50,14,16,64
"1348","DE",2003,NA,68,107,177,163,103,155,NA,61,96,86,43,22,102
"1349","DE",2004,NA,63,130,182,161,110,198,NA,75,110,97,42,32,116
"1350","DE",2005,4,59,113,171,167,92,167,1,51,104,73,43,37,103
"1351","DE",2006,2,78,138,169,189,103,199,5,66,109,77,39,24,102
"1352","DE",2007,2,116,248,314,344,184,362,4,120,176,152,116,46,178
"1353","DE",2008,2,40,95,114,142,96,148,5,35,68,61,41,33,71
"1354","DJ",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","DJ",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","DJ",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","DJ",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","DJ",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","DJ",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","DJ",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","DJ",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","DJ",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","DJ",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","DJ",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","DJ",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","DJ",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","DJ",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","DJ",1996,NA,421,429,139,77,52,27,NA,247,212,67,38,21,5
"1369","DJ",1997,NA,428,442,167,115,66,23,NA,202,225,75,38,17,4
"1370","DJ",1998,NA,348,396,191,81,57,23,NA,208,197,76,43,17,9
"1371","DJ",1999,NA,348,371,159,87,67,22,NA,158,168,84,38,20,3
"1372","DJ",2000,NA,302,347,139,67,60,42,NA,147,156,47,31,17,10
"1373","DJ",2001,NA,267,331,125,65,51,23,NA,156,134,59,44,15,8
"1374","DJ",2002,NA,256,320,124,58,55,25,NA,142,136,48,28,19,4
"1375","DJ",2003,NA,222,288,132,76,42,24,NA,127,123,55,38,28,8
"1376","DJ",2004,NA,217,225,142,68,38,28,NA,111,115,49,23,25,10
"1377","DJ",2005,NA,220,252,119,62,47,29,NA,123,117,66,23,13,8
"1378","DJ",2006,NA,225,246,165,63,33,20,NA,117,129,59,35,18,5
"1379","DJ",2007,10,241,264,142,83,44,23,6,129,131,62,35,14,18
"1380","DJ",2008,NA,232,275,180,93,56,46,NA,138,159,79,53,15,10
"1381","DK",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","DK",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","DK",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","DK",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","DK",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","DK",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","DK",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","DK",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","DK",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","DK",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","DK",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","DK",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","DK",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","DK",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","DK",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","DK",1995,NA,7,16,28,18,9,11,NA,7,13,8,4,3,2
"1397","DK",1996,NA,4,16,13,13,8,6,NA,5,9,8,4,3,8
"1398","DK",1997,NA,11,19,23,16,6,6,NA,6,8,2,5,2,8
"1399","DK",1998,NA,7,20,21,18,7,9,NA,6,16,8,7,6,6
"1400","DK",1999,NA,9,29,23,21,8,9,NA,11,18,11,7,8,11
"1401","DK",2000,NA,10,20,24,16,11,14,NA,16,15,14,6,7,8
"1402","DK",2001,NA,10,15,20,15,4,9,NA,5,12,13,7,5,3
"1403","DK",2002,NA,11,8,25,14,6,9,NA,14,17,11,10,2,5
"1404","DK",2003,NA,11,20,23,22,12,9,NA,6,13,12,6,2,4
"1405","DK",2004,NA,6,12,17,27,15,12,NA,10,16,10,9,7,2
"1406","DK",2005,0,12,12,18,23,9,7,2,11,5,13,9,3,5
"1407","DK",2006,0,8,13,15,27,10,8,1,6,12,9,5,5,4
"1408","DK",2007,0,6,12,20,29,16,6,0,8,12,8,4,5,8
"1409","DK",2008,0,8,15,9,24,10,8,2,5,7,5,8,4,1
"1410","DM",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","DM",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","DM",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","DM",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","DM",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","DM",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","DM",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","DM",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","DM",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","DM",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","DM",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","DM",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","DM",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","DM",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","DM",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","DM",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","DM",1996,NA,0,1,2,1,1,0,NA,0,1,0,1,0,0
"1427","DM",1997,NA,0,0,0,1,1,1,NA,0,0,0,1,1,0
"1428","DM",1998,NA,0,0,0,1,0,0,NA,2,0,1,0,1,0
"1429","DM",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","DM",2002,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"1431","DM",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","DM",2006,0,0,1,1,0,1,1,0,1,0,1,1,1,0
"1433","DM",2007,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"1434","DM",2008,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"1435","DO",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","DO",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","DO",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","DO",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","DO",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","DO",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","DO",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","DO",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","DO",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","DO",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","DO",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","DO",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","DO",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","DO",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","DO",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","DO",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","DO",1996,NA,231,262,128,79,45,42,NA,178,147,61,44,23,22
"1452","DO",1997,NA,450,471,246,145,111,81,NA,314,329,171,102,77,56
"1453","DO",1998,NA,340,416,184,130,114,50,NA,265,247,141,79,73,33
"1454","DO",1999,NA,507,485,356,238,166,183,NA,363,359,226,160,121,136
"1455","DO",2000,NA,410,481,344,173,125,113,NA,317,325,212,115,79,75
"1456","DO",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","DO",2002,NA,295,417,270,145,86,71,NA,251,241,137,81,49,62
"1458","DO",2003,NA,364,518,331,194,116,112,NA,301,288,211,116,82,73
"1459","DO",2004,NA,391,502,363,180,122,104,NA,301,288,177,104,60,44
"1460","DO",2005,NA,399,483,386,228,123,105,NA,339,332,209,119,72,54
"1461","DO",2006,NA,342,480,340,207,111,92,NA,287,320,189,106,63,58
"1462","DO",2007,NA,290,403,362,209,108,85,NA,249,242,174,103,53,43
"1463","DO",2008,14,322,398,337,198,122,105,30,288,272,163,96,55,52
"1464","DZ",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","DZ",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","DZ",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","DZ",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","DZ",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","DZ",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","DZ",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","DZ",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","DZ",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","DZ",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","DZ",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","DZ",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","DZ",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","DZ",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","DZ",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","DZ",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","DZ",1997,NA,1422,1982,639,357,312,396,NA,1102,702,405,242,236,356
"1481","DZ",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","DZ",1999,NA,1193,1344,556,706,263,315,NA,884,621,281,221,243,329
"1483","DZ",2000,NA,927,1516,610,491,234,299,NA,1005,1293,746,314,208,312
"1484","DZ",2001,NA,1345,1614,708,401,283,390,NA,1057,782,352,287,280,334
"1485","DZ",2002,NA,1364,1580,630,406,273,280,NA,1840,730,334,224,217,258
"1486","DZ",2003,NA,1316,1633,706,429,231,328,NA,1017,702,326,242,241,356
"1487","DZ",2004,NA,1326,1694,758,434,271,373,NA,1011,798,320,253,227,359
"1488","DZ",2005,NA,1309,1841,919,473,314,426,NA,1044,820,389,270,229,465
"1489","DZ",2006,NA,1173,1573,692,409,251,360,NA,971,679,339,223,197,408
"1490","DZ",2007,NA,1388,1749,813,494,296,407,NA,1031,811,335,273,247,391
"1491","DZ",2008,NA,1505,1786,794,447,198,463,NA,1263,827,346,256,226,286
"1492","EC",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","EC",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","EC",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","EC",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","EC",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","EC",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","EC",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","EC",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","EC",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","EC",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","EC",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","EC",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","EC",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","EC",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","EC",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","EC",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","EC",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","EC",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","EC",1998,NA,402,286,58,NA,NA,NA,NA,290,175,99,NA,NA,NA
"1511","EC",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","EC",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","EC",2001,NA,673,832,269,202,251,116,NA,591,584,267,180,208,190
"1514","EC",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","EC",2003,NA,310,266,194,125,75,96,NA,217,140,94,56,44,40
"1516","EC",2004,NA,732,537,563,265,315,153,NA,522,342,268,170,161,120
"1517","EC",2005,NA,446,468,308,237,150,159,NA,329,305,199,139,85,127
"1518","EC",2006,NA,479,496,340,259,181,183,NA,321,315,183,143,92,112
"1519","EC",2007,NA,555,486,367,282,178,227,NA,365,335,198,133,100,123
"1520","EC",2008,NA,507,518,372,278,187,202,NA,334,331,185,126,107,145
"1521","EE",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","EE",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","EE",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","EE",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","EE",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","EE",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","EE",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","EE",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","EE",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","EE",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","EE",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","EE",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","EE",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","EE",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","EE",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
